priority_score,research_priority,token_label,token_address,first_buy_time_utc,first_buy_bucket,realized_pnl_bnb,narrative_tag,source_type_guess,source_status,source_score,time_advantage_score,onchain_score,risk_penalty,next_research_step
22,85,SPAX,0x7d336a0465c75974c85b494463156364f0c14444,2026-04-10 11:57:08,0-50k,0.6464951906193851,unknown,unknown,待追踪,0,14,20,-17,用 token 名称、部署时间和早期传播账号做源头检索
17,85,GORK,0x46c7b4b9b5bc0ea54035a96edeaa626f828f4444,2026-02-25 15:04:20,0-50k,0.6170431161356547,unknown,unknown,待追踪,0,14,15,-17,用 token 名称、部署时间和早期传播账号做源头检索
25,85,FIGHTLESS,0x732c87cbdc5ff927057cc9bef8cda9d7f29c4444,2026-03-11 13:28:57,0-50k,0.6134346118084836,unknown,unknown,待追踪,0,17,20,-17,用 token 名称、部署时间和早期传播账号做源头检索
22,85,secret,0xa06ae9e2ebb465ba861d6c03be99957e3cb74444,2026-03-26 02:09:18,0-50k,0.6106750846694694,unknown,unknown,待追踪,0,14,20,-17,用 token 名称、部署时间和早期传播账号做源头检索
42,75,元气AI,0xad144bf8edcf3712a86d3939d2dbeb531ebd4444,2026-01-30 11:04:22,0-50k,-1.3180544732743074,ai_agent,category,待追踪,8,14,13,-5,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
61,75,币安人生,0xd2e416782917ea7aff6e995489bd0dd5b2047f67,2026-04-16 14:26:00,0-50k,-1.4000672805199998,binance,company/project,待追踪,25,17,12,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
44,75,AI小镇,0xe83606959340915fbf88633c69d206fbf40fffff,2026-03-17 11:52:52,0-50k,-1.4021363423200002,ai_agent,category,待追踪,8,17,12,-5,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
57,75,金钱自由基金会,0x5c3ca7f236a95f753da836d9dd9860fb2f21ffff,2026-04-03 03:58:08,0-50k,-1.60008623824,binance,company/project,待追踪,25,17,8,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
59,75,币安聊天室,0x44448c8b1c21a438e149abbe838c790ba21819ca,2026-04-15 12:35:32,0-50k,-1.8302951007601849,binance,company/project,待追踪,25,14,13,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
0,70,Exchange the world,0xd45ff38d132114968091f154cdcc0dfea06b4444,2026-01-28 11:45:11,200k-1m,4.027434746055407,unknown,unknown,待追踪,0,0,3,-25,用 token 名称、部署时间和早期传播账号做源头检索
18,70,小安助手,0x44448367f79bdf56b812a9d5e0eed19e9fea9b7a,2026-01-31 11:07:10,100k-200k,3.0723910184035117,unmapped_chinese_meme,meme/community,待追踪,8,8,3,-13,补 Douyin/B站/微博首发、热榜和音频复用量
48,70,我去不早说,0x4cbc8da8b95c305d9fbdc7cc198b6f67c7704444,2026-03-10 12:30:04,0-50k,0.9298812061254907,unmapped_chinese_meme,meme/community,待追踪,8,17,16,-5,补 Douyin/B站/微博首发、热榜和音频复用量
46,60,歪比巴卜,0xabffd43c28bdaed633fcd7ad0982cd0bd6fb4444,2026-03-07 05:15:02,0-50k,-1.086322091030791,unmapped_chinese_meme,meme/community,待追踪,8,14,17,-5,补 Douyin/B站/微博首发、热榜和音频复用量
22,60,SPCX,0x4444b0822eb005746f7a1b68d7660b02addf8284,2026-04-22 10:40:51,0-50k,-1.2000396102,unknown,unknown,待追踪,0,17,17,-17,用 token 名称、部署时间和早期传播账号做源头检索
17,60,GC,0x4a7c9940fbe33749254a8e2db775363690ed4444,2026-03-23 03:37:54,0-50k,-1.20004000584,unknown,unknown,待追踪,0,17,12,-17,用 token 名称、部署时间和早期传播账号做源头检索
45,60,龙头,0x63f9341c9d53b98f925790fd433350270dd14444,2026-03-30 13:57:14,0-50k,-1.211947111306128,unmapped_chinese_meme,meme/community,待追踪,8,17,13,-5,补 Douyin/B站/微博首发、热榜和音频复用量
42,60,爱坤,0x4444d0579a0eafa455610693c6da8301a3eb4396,2026-05-02 12:25:03,0-50k,-1.2300256430221397,unmapped_chinese_meme,meme/community,待追踪,8,14,13,-5,补 Douyin/B站/微博首发、热榜和音频复用量
45,60,背手负狗,0xb26de2b8f9b559b896c89e49a3f8649a0d2e4444,2026-05-26 07:55:06,0-50k,-4.1001379508,unmapped_chinese_meme,meme/community,待追踪,8,17,13,-5,补 Douyin/B站/微博首发、热榜和音频复用量
40,60,币间盗,0xf257dffcee335dc6b555ac5be2c45975df207777,2026-02-09 07:48:51,0-50k,-5.493624178735898,unmapped_chinese_meme,meme/community,待追踪,8,17,8,-5,补 Douyin/B站/微博首发、热榜和音频复用量
62,55,币安恋,0x6657adbcaa70f579a46a13dbab7961695e434444,2026-05-26 03:26:41,0-50k,-0.7897288331328747,binance,company/project,待追踪,25,17,13,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
44,55,AI小何,0x7edc00740cbc8a389a4683d448cd2dea8ed24444,2026-05-06 07:37:31,0-50k,-0.8000210858000001,ai_agent,category,待追踪,8,17,12,-5,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
29,55,FDOGE,0x5cf3404e89d7c55f7073878a847289a5cea9ffff,2026-04-14 07:05:41,0-50k,-0.8001274755200001,pure_meme,meme,待追踪,0,17,12,-5,补 Douyin/B站/微博首发、热榜和音频复用量
54,55,CA Store,0x97dcd3597060e4526b1aec6fb3e261e21e807777,2026-03-10 05:05:02,0-50k,-0.9000685945200001,official_product,company/project,待追踪,18,17,12,-5,用 token 名称、部署时间和早期传播账号做源头检索
22,55,HODLAI,0x987e6269c6b7ea6898221882f11ea16f87b97777,2026-01-27 02:32:22,100k-200k,-1.0000452046,ai_agent,category,待追踪,8,11,4,-13,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
51,55,BiBi,0x4444790b84a9b48156cd64782fcab195b836002b,2026-04-19 16:28:11,50k-100k,-1.0401395522,binance,company/project,待追踪,25,11,8,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
44,55,币安人声,0xc7f7d23b54e18b46f9957d4630896fb07b3a4444,2026-04-13 10:16:34,50k-100k,-1.0916722260399292,binance,company/project,待追踪,25,8,4,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
39,55,币安人,0x7400bf6c09728d066e02749379bef1cb46d94444,2026-05-28 09:59:32,100k-200k,-1.2000210858,binance,company/project,待追踪,25,11,4,-13,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
22,55,agentic money,0xae71fd8bacc2f17c43a01c3f4aff6deebc194444,2026-05-03 15:28:01,100k-200k,-1.2000210858,ai_agent,category,待追踪,8,11,4,-13,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
14,55,ForgAI,0x3e9fc4f2acf5d6f7815cb9f38b2c69576088ffff,2026-03-05 07:30:42,200k-1m,-1.20760412,ai_agent,category,待追踪,8,3,4,-13,补项目官网、模型/agent 发布页、GitHub/产品库收录时间
47,55,币安 Ai Pro,0x61ef6983e3398968567efd51f7e480d323834444,2026-03-24 10:32:33,50k-100k,-1.656844112617076,binance+ai_agent,company/project/category,待追踪,25,11,4,-5,补 Binance/CZ/BNB Chain 官方原帖与 Four.meme 开池时间
15,55,DOGSHIT,0xa3aef123864b1284105aab5bd8249639bf6c4444,2026-02-10 09:19:18,50k-100k,-2.19668870993574,pure_meme,meme,待追踪,0,11,4,-5,补 Douyin/B站/微博首发、热榜和音频复用量
44,40,沙哥,0xf3eb5cedc613899bd793687fb006ffdfb6224444,2026-05-22 03:47:11,0-50k,-0.77002108244,unmapped_chinese_meme,meme/community,待追踪,8,17,12,-5,补 Douyin/B站/微博首发、热榜和音频复用量
45,40,向上的力量,0x1396e40695e626c81549a4a409fb1ec46b794444,2026-04-19 05:50:18,0-50k,-0.7729407429757182,unmapped_chinese_meme,meme/community,待追踪,8,17,13,-5,补 Douyin/B站/微博首发、热榜和音频复用量
17,40,LUNA,0x396f3e64035f01755905af2b8077174f31a8cd1f,2026-03-18 06:22:26,0-50k,-0.80004623192,unknown,unknown,待追踪,0,17,12,-17,用 token 名称、部署时间和早期传播账号做源头检索
10,40,bv4,0x970c5f694c3f43b7c6e9f730e8c82da51c357777,2026-05-10 07:11:31,0-50k,-0.8463463851061902,unknown,unknown,待追踪,0,14,8,-17,用 token 名称、部署时间和早期传播账号做源头检索
37,40,U,0x678610f52e9dcb2d10f3c6a6a6ce344929aa4444,2026-02-13 05:12:20,0-50k,-0.9646993882901442,unmapped_chinese_meme,meme/community,待追踪,8,14,8,-5,补 Douyin/B站/微博首发、热榜和音频复用量
44,40,福马,0x9debbe35b9c5d20d505f68049a87322fbcbe7777,2026-04-18 05:13:02,0-50k,-0.99198317,unmapped_chinese_meme,meme/community,待追踪,8,17,12,-5,补 Douyin/B站/微博首发、热榜和音频复用量
34,40,大表哥,0x782dc29289a1754a7b9bfc809e8b136e5b854444,2026-05-28 10:42:55,50k-100k,-1.00004012248,unmapped_chinese_meme,meme/community,待追踪,8,11,8,-5,补 Douyin/B站/微博首发、热榜和音频复用量
7,40,ASTEROID,0x8fd3437a13b298dd2e98db902c56970a9d3c4985,2026-04-26 16:04:42,50k-100k,-1.000175859,unknown,unknown,待追踪,0,11,8,-17,用 token 名称、部署时间和早期传播账号做源头检索
14,40,潜龙勿用,0x2e591b13d3caf27adf1db47d75278315d0754444,2026-03-15 09:21:33,200k-1m,-1.20002102892,unmapped_chinese_meme,meme/community,待追踪,8,3,4,-13,补 Douyin/B站/微博首发、热榜和音频复用量
0,40,Crypto Summer,0x47ad200c9b052284e9a585d71f5f938bae154444,2026-04-14 06:44:17,100k-200k,-1.2036115358992348,unknown,unknown,待追踪,0,8,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
0,40,Atlаs Ѕcоut,0xf9fa6fc80b0f4d505013182d4ca2b06bef9e4444,2026-03-25 04:18:42,100k-200k,-1.6331382305388296,unknown,unknown,待追踪,0,8,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
0,40,MPW,0xcc7abc4a67837d1c392f9c4f75cd21a3e74d4444,2026-05-27 10:02:39,50k-100k,-1.9325486408940225,unknown,unknown,待追踪,0,8,4,-17,用 token 名称、部署时间和早期传播账号做源头检索
0,40,USDT,0x55d398326f99059ff775485246999027b3197955,2026-02-09 15:37:15,5m+,-2.00001871916,unknown,unknown,待追踪,0,3,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
7,40,罗永浩,0x9c17ba5f1c4a08692bdfa10fab258d9fa1df4444,2026-05-15 12:39:15,200k-1m,-4.08229296962395,unmapped_chinese_meme,meme/community,待追踪,8,0,0,-13,补 Douyin/B站/微博首发、热榜和音频复用量
0,40,Freedom of Money,0xd98abf5385231aa53aac9fd62ba2e8b660334444,2026-04-03 03:48:52,100k-200k,-4.088250965172471,unknown,unknown,待追踪,0,11,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
0,40,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,2026-02-11 09:49:28,5m+,-6.7470932268,unknown,unknown,待追踪,0,3,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
0,40,FORM,0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284,2026-04-14 07:04:19,5m+,-9.967738484367434,unknown,unknown,待追踪,0,0,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
31,20,Kimiclaw,0x712fb754e1c331ad8972009d7a1f1c2de0d94444,2026-03-10 10:18:31,50k-100k,-0.769083092675359,unmapped_chinese_meme,meme/community,待追踪,8,8,8,-5,补 Douyin/B站/微博首发、热榜和音频复用量
0,20,MEME SZN,0xf850da43028ac894cb26b131500d98c40b8c4444,2026-05-05 08:34:35,100k-200k,-0.77002108388,unknown,unknown,待追踪,0,11,4,-25,用 token 名称、部署时间和早期传播账号做源头检索
15,20,帕鲁,0xf339968b81663d6a7558562fce81f0fca3cb4444,2026-04-18 04:40:33,100k-200k,-0.77115307911743,unmapped_chinese_meme,meme/community,待追踪,8,8,0,-13,补 Douyin/B站/微博首发、热榜和音频复用量
7,20,FOMA,0x03a0a8700fa3809c6c2d637babd841296da57777,2026-05-19 16:41:07,50k-100k,-0.8000602256,unknown,unknown,待追踪,0,11,8,-17,用 token 名称、部署时间和早期传播账号做源头检索
19,20,告密者,0x42071b6e783bd49239c0a65229113da3c6b64444,2026-04-08 05:52:04,100k-200k,-0.8596437448355393,unmapped_chinese_meme,meme/community,待追踪,8,8,4,-13,补 Douyin/B站/微博首发、热榜和音频复用量
4,20,Hacker,0x434adc0fbec0e7eff3b656d6399ba7a0c4564444,2026-01-26 12:33:12,50k-100k,-0.8660412089773349,unknown,unknown,待追踪,0,8,8,-17,用 token 名称、部署时间和早期传播账号做源头检索
34,20,大黄,0x574c192ed489562a4461366d145f9a853aa54444,2026-05-04 09:59:02,50k-100k,-0.8700388644,unmapped_chinese_meme,meme/community,待追踪,8,11,8,-5,补 Douyin/B站/微博首发、热榜和音频复用量
0,20,fdog,0x19c777239f3175066a8293008e5e164d0fd24444,2026-04-14 07:05:33,100k-200k,-0.920079353515324,unknown,unknown,待追踪,0,11,0,-25,用 token 名称、部署时间和早期传播账号做源头检索
27,20,中文时代,0x638de589e66b7b7c59983937a903b1d086254444,2026-04-21 05:38:55,50k-100k,-0.9756042648975796,unmapped_chinese_meme,meme/community,待追踪,8,8,4,-5,补 Douyin/B站/微博首发、热榜和音频复用量
